id_inscription,id_etudiant,id_classe,date_inscription,statut,type_inscription,bourse,reduction
09df28e3-9c66-43bc-8b78-a785b0a6877f,f293ca6e-6d73-482a-be1f-0b8b05041d58,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-08-27,UNKNOWN,Nouvelle,True,25.0
472841a9-0ce2-4241-8cdb-0ce4720c7117,d60ea4d3-d124-4c58-8122-e8fbf218587f,a27d917d-8158-44ec-971f-88022da8bcfa,2026-02-26,ANNULE,Nouvelle,True,0.0
c2fe5085-cf03-40aa-919d-e318f0b6f578,9137333e-4762-4921-ab84-c01c420ea58e,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2026-06-02,INSCRIT,Nouvelle,True,10.0
80b596f2-abe7-439c-b52b-d83194ac2a5a,9f32852f-833e-4dad-8f92-2bfd6cfee4d5,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2024-12-19,UNKNOWN,Nouvelle,False,10.0
f763d510-bd73-47f0-b1ab-d7c81a9a46ee,da171dbe-3447-41bc-a7bb-2583d3b6b75c,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2025-06-17,INSCRIT,NOUVELLE,,0.0
4f52de30-87a7-4aa2-856c-b2b567767035,2531fade-9211-4f1e-a629-a6a1d7538119,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-02-23,UNKNOWN,Reinscription,,10.0
3daf0a8e-ad54-43c3-b8ae-12ff7fec6160,9d3f1b10-b21f-489f-b975-eafc937a8c1a,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-02-22,ANNULE,Reinscription ,True,25.0
f2a61163-29e9-4c66-9f69-91c65bb5f2d6,a2447cc9-955c-4d4e-8406-6f449ab58ec3,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-04-30,UNKNOWN,NOUVELLE,,-20.0
68430e96-6a12-46c2-b31e-7f4acb3d0001,30cc1be6-993f-4a28-aef3-c9497665dcbd,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-10-07,INSCRIT,NOUVELLE,True,150.0
786bb21b-69ac-497e-bc04-971055dd067c,229cfdc5-b40b-44e5-967c-dd377e314a49,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-07-09,UNKNOWN,,True,0.0
0fb2d580-9886-45cc-843f-6c12eb6eee64,d887df97-89bb-4a43-9f00-8a433e894b4d,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-06-30,EN ATTENTE,Reinscription ,False,0.0
86abbe9e-4f7b-47bd-9d27-d94fc3f3795a,2df780c9-eb4d-4fb4-8d7e-43a9f7c507b0,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-06-24,ANNULE,Reinscription ,False,10.0
472d7a70-342d-485f-9706-d7ae9f9e461c,2e3784c1-a8a3-44a1-8b2c-9041d48ce315,960ab021-835c-40b9-8e16-21e923dbada9,2025-06-19,EN ATTENTE,Nouvelle,False,-20.0
b51a2e54-475c-4c9a-849b-fb11b829cdbf,0051ac15-17e4-49aa-99e0-9ce902966268,a27d917d-8158-44ec-971f-88022da8bcfa,2026-01-31,EN ATTENTE,Nouvelle,True,150.0
33466cdf-25f6-441a-907d-6900f59fed1c,af4ab9c0-9aec-4b9b-a0af-76c182528e47,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-01-23,ANNULE,NOUVELLE,False,-20.0
b37583b9-0970-427d-b331-2e96f3febfae,f69c2056-2014-4f2c-88cd-e7807db5921c,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2024-09-20,ANNULE,Reinscription ,False,25.0
74e2319a-e6c0-4853-8422-27d1af8c5798,b5889f9b-579f-41f1-8d0b-16854c26d01f,b4993e40-250f-4208-9f0f-6873b0b403ac,2026-07-23,EN ATTENTE,,True,25.0
943794a3-8164-490a-bf3a-80614e725166,84052e26-03c7-481a-bd8f-19667de885de,960ab021-835c-40b9-8e16-21e923dbada9,2024-12-29,ANNULE,Nouvelle,False,25.0
3a60d9cb-9a5f-447d-81c3-2eac11f84b06,b95bf908-becc-4c89-9094-be6443afb867,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-11-22,INSCRIT,,,25.0
43ddd1a1-a0bb-4c88-98c0-e25b68ba5a4f,a316b9cb-06ab-4bec-9180-51210e9a30fc,b4993e40-250f-4208-9f0f-6873b0b403ac,2026-05-16,INSCRIT,Reinscription ,False,25.0
c125a6d6-f800-4a32-a3ae-421367613e47,f45cc269-a145-42f2-a984-1b5330b4ce1f,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-07-07,ANNULE,NOUVELLE,True,25.0
e62538e4-d3e9-4f9a-b98f-7896ef97d468,8f6017f7-b55b-4f10-9efa-ead13afcadf1,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-11-25,ANNULE,Reinscription,,-20.0
757b2af8-4daf-43a6-b93e-580e39c5912e,97b8cf2a-12d3-461e-86dc-0007882115ef,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-07-04,INSCRIT,,False,0.0
96ff143f-faa8-4e55-b38a-2ae9b4767340,37f42541-62d7-44d2-986e-4d28162f0742,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-04-03,UNKNOWN,Reinscription,True,25.0
4e8ee26b-632c-4c0e-b107-12b3e27f8a24,8f5bed50-235c-4e31-bcce-a0d534c759ed,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-08-25,EN ATTENTE,Nouvelle,,0.0
9e5915ff-03a4-4125-9d04-32848aaab579,55859157-001f-4d4e-91e3-b79963927eb3,960ab021-835c-40b9-8e16-21e923dbada9,2026-06-05,EN ATTENTE,Reinscription,False,25.0
538968fb-91f0-47e6-8eca-a7a23ad06336,d95d45ab-930d-47ab-95d6-32fa8f39a04a,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2026-07-19,UNKNOWN,,False,0.0
d9425a1c-ae4d-4bca-baeb-d306cd9c8a12,5cb67534-6ac7-425a-b038-c8fc8216f61c,60049a33-a189-4d79-b630-3a1ab9ba06ea,2027-12-09,UNKNOWN,NOUVELLE,True,0.0
18922782-93e9-47f7-a6a4-36e1955faa2f,7c78e693-e729-404b-8a10-64e3ef2dac58,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2027-08-09,UNKNOWN,NOUVELLE,,0.0
b740c1b2-5fe8-4e6f-8934-a9714e9b6952,66d6a65a-a1a1-47e2-b7e8-ed3dee577761,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-06-21,EN ATTENTE,NOUVELLE,,0.0
520a0d12-6be0-4174-a3f5-2fba3f5ca243,996755f5-75c0-4133-8ad4-f6f8e00e22b9,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2026-02-26,EN ATTENTE,Nouvelle,True,10.0
5225dff0-1ee6-4a2f-ae63-6db77a0374ff,82b5cd09-4983-4f7e-ad2e-dcc9d2e7765e,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-02-03,EN ATTENTE,NOUVELLE,True,10.0
459fb808-6957-4224-b398-e3a1054de1ce,df618385-9fc7-4083-99a3-0c3854d31211,a27d917d-8158-44ec-971f-88022da8bcfa,2025-11-25,EN ATTENTE,Reinscription ,False,-20.0
169cf61b-4998-4b3b-9d0b-ffd223a02870,2a1155d9-85eb-4005-8f99-ab6272c1a68e,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-09-18,EN ATTENTE,NOUVELLE,,25.0
d1df1c57-4463-4cbe-9a06-f0003c5af3e7,6b64074f-3681-4aec-819c-d3b0341590ce,960ab021-835c-40b9-8e16-21e923dbada9,2024-10-14,UNKNOWN,Reinscription,True,-20.0
334f8bc5-c2ed-45aa-960e-b2b88bcc72e1,de4bbc70-f595-46f6-9195-ec819f035be0,960ab021-835c-40b9-8e16-21e923dbada9,2026-01-03,UNKNOWN,Reinscription,,10.0
fefb7be3-3dd7-4ba3-9c03-66c64ada4ac3,2acf702d-ee55-43a3-bd12-ee10de99eed3,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-06-24,UNKNOWN,NOUVELLE,True,25.0
a51fce07-d89e-4523-9ab8-89de9a33b96b,3b9b2f22-9b43-40f9-870e-9c064bcf9308,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-09-01,ANNULE,,False,-20.0
c699dd14-9669-4468-9412-cf698f49bfbe,5f3a947b-3d0d-4451-9ebb-08e518e0c094,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-08-21,INSCRIT,Reinscription,,150.0
ca94587c-af43-4038-8af2-828ad6f765eb,4844beea-56a6-4038-92db-f1ee634089b4,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-12-22,ANNULE,Reinscription,True,-20.0
5c97382d-6de5-4063-8b38-613206fb6af6,00b064c5-0804-41a2-ac88-8b47efd9429c,960ab021-835c-40b9-8e16-21e923dbada9,2025-12-11,EN ATTENTE,Nouvelle,,25.0
0bb61206-3c72-458c-b2df-eca0c49b3861,49638caa-b6cf-4821-9030-82ba9fdff0b0,a27d917d-8158-44ec-971f-88022da8bcfa,2024-09-28,INSCRIT,NOUVELLE,True,25.0
e9eb0101-dcdf-4083-bf2f-3a5bf98cc6b8,5bb80f5a-f1ce-4034-b3ff-de83b18eeca4,960ab021-835c-40b9-8e16-21e923dbada9,2025-08-14,INSCRIT,Reinscription,,-20.0
30bf00a9-5bf5-47ac-b74f-0f7dde3b7759,90c64e65-ecfc-4952-9996-1978a268300d,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-10-03,EN ATTENTE,Reinscription ,True,0.0
c3683ae7-3551-4e83-87de-c9175a87f994,03cb2677-0eb1-4de9-aba6-954b158bdad1,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2024-08-01,UNKNOWN,Reinscription ,,0.0
d0919296-b85f-4173-b196-adff9d541f7c,be02e46d-07ae-492f-b314-74f222c4ea63,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2026-02-06,INSCRIT,Reinscription ,,0.0
2b0647f4-7c39-4130-99ad-aafb79a1c0e7,88297953-cb37-4ae4-9035-74bb1a408490,a27d917d-8158-44ec-971f-88022da8bcfa,2025-07-10,UNKNOWN,NOUVELLE,True,-20.0
ee673a8d-0be4-4b56-a684-21c03cb2d826,f91f0577-9775-4b99-b8f6-2dcbf0eb0749,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-08-27,EN ATTENTE,Nouvelle,True,10.0
6dfb8a4a-c96d-4238-89df-7f6da3f9ed84,5f733c03-2cd6-4edb-80e0-6fd6c4b7ee82,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-07-02,INSCRIT,,True,0.0
729330bc-2343-4057-81e7-47d64961a205,4c25a034-cb03-4639-a267-2813e995ae05,dd98f8e2-14a4-4515-adbc-4f5237db22cd,2025-02-24,ANNULE,NOUVELLE,True,0.0
55d02d0c-5e52-437f-b28d-227a8c1c628d,ca2df903-8479-401f-9a09-34de398a7efc,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-12-22,INSCRIT,NOUVELLE,False,0.0
5f645deb-6975-42c7-a4e0-828322b34e7c,145ccafe-6666-442b-ae6f-06db79077a54,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-03-17,INSCRIT,Nouvelle,True,0.0
e615b00e-ba4a-4cf0-b466-bc9e83b02ecc,d28b8d21-0aff-4624-b593-b62b68e37514,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2024-11-01,UNKNOWN,,,-20.0
679b21d2-7667-4187-8921-8d2e02d05c2c,2f3fdfc6-bf6f-4f1a-aa6c-c97ca71be4be,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-12-15,INSCRIT,Reinscription ,False,25.0
2e989ada-897b-49f0-a6a7-a0aba2602fa6,e899bb73-4954-4340-89e4-01dae717aa55,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2026-02-06,ANNULE,NOUVELLE,True,10.0
c0275e39-b6eb-44a3-a44b-9031f56291d1,41576eef-40a2-4e47-b530-37b5449c70e3,960ab021-835c-40b9-8e16-21e923dbada9,2026-02-23,UNKNOWN,Reinscription,False,0.0
a0355575-fcc4-4127-81c3-26ef46ed83f1,ef9c84ea-2f11-46a7-858e-927e8dfc9755,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-02-05,INSCRIT,NOUVELLE,,10.0
6502fdc2-bded-49d7-9d80-56f070fc09f1,d82a8192-fea4-4032-8bb5-f3f55df8f8c3,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2024-09-06,INSCRIT,Reinscription ,False,10.0
f9b4c25e-99b7-4627-a35a-0fe38d4824a1,8ef37f9a-445a-401e-86df-25dd4efd997c,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2024-10-03,ANNULE,Nouvelle,,-20.0
f826d497-ac29-4806-95a2-fcc72db1d6a0,44bd653f-db64-45b2-b36c-7bcfc9de9591,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-10-04,EN ATTENTE,Reinscription,True,-20.0
6bf19a8f-c335-4fe0-a338-89ffc9472265,85fdfcf9-efb2-44a2-8bca-9585e1df8a7e,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-07-30,ANNULE,NOUVELLE,True,25.0
81c26849-6b53-48e5-b575-ddc08dd6d378,073aaa5a-982d-4b0e-936f-2d124855d9ff,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-07-28,EN ATTENTE,,True,0.0
abdb0f5c-9657-47bb-92af-5bb5fefd2ddb,5f01f07c-09ae-4d46-b78f-8bcb66ba435d,960ab021-835c-40b9-8e16-21e923dbada9,2026-03-15,ANNULE,Reinscription,True,150.0
971771df-0057-4b40-b5e8-e6669830ec47,485e8166-2ad0-4c7d-ad51-0dd3122a3ee0,960ab021-835c-40b9-8e16-21e923dbada9,2025-11-29,EN ATTENTE,Reinscription,,0.0
6cb17d64-7ebf-40d8-8883-dd57cbdb0e3a,7a2599ef-bc9e-4d03-835c-5242120b77aa,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-07-17,EN ATTENTE,,True,150.0
57c0a73e-6e16-4965-9742-5860f39a2950,a1b1a401-dcff-4dc4-98d8-d48abcb1f4b1,a27d917d-8158-44ec-971f-88022da8bcfa,2025-08-08,EN ATTENTE,NOUVELLE,False,150.0
9be56c6c-c64f-4a4f-8f10-dfb7e397ccc2,65ef55a1-58d3-4506-b984-360ed5c18e6f,a27d917d-8158-44ec-971f-88022da8bcfa,2027-03-09,EN ATTENTE,Reinscription ,False,0.0
728ab7db-c0bb-4e84-a7a8-8d5e23fa6c05,d4fc6020-3e7f-4f22-a83e-16c97f3b2251,ac40aeeb-e2de-4e1f-bb76-1fa0a450baf3,2025-11-22,ANNULE,,,25.0
9a395595-3a61-49a5-ab57-5d77ba2251fd,31a27aac-4473-47af-bcce-829c47229fd8,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-01-08,EN ATTENTE,Nouvelle,True,10.0
1a5e9ba7-99ef-4b21-b942-81329caf4c7e,2c8eb9e7-6949-44a9-b3c4-44afeccda054,a27d917d-8158-44ec-971f-88022da8bcfa,2024-12-12,UNKNOWN,Reinscription,True,10.0
06d37923-d6dc-4989-a14a-f4c6c13acd42,96de069f-bd26-44c6-8dcd-3e2d78a23be2,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-04-24,EN ATTENTE,Reinscription,False,150.0
7f41409a-377f-4775-9878-f4560432dd98,9bb8c4f7-e807-4cfd-bdb3-78203a27bf32,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2026-02-19,EN ATTENTE,Nouvelle,False,10.0
e6553791-14ba-4b24-9970-37756171a3ed,b5a837f7-6df2-40ea-8502-d2dbf9a04f7c,a27d917d-8158-44ec-971f-88022da8bcfa,2026-06-11,UNKNOWN,Reinscription ,,-20.0
ebbe71c9-9b8b-4d78-95ac-bbfe6c461d57,6bb3ed03-37eb-4f31-ac4e-a032e16d57cb,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-09-09,INSCRIT,,False,10.0
72d80675-54b8-4e6b-bac1-2d14d19ce884,2eee4128-4059-432a-a7c8-a27c483194e5,a27d917d-8158-44ec-971f-88022da8bcfa,2024-08-13,EN ATTENTE,Nouvelle,False,25.0
f54e18f6-85b8-4899-b0bf-fe001968c5b8,11f6aa21-c5a7-4916-818f-14b05fac2fc3,b4993e40-250f-4208-9f0f-6873b0b403ac,2025-02-13,ANNULE,,True,10.0
b69e2f41-0770-4181-9039-2953ebbfb089,996080a9-02b0-4220-a7f8-50761be13dd0,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2025-11-15,ANNULE,Reinscription ,True,10.0
f08971a3-b59a-4f13-8dc2-bbad834de0b8,a8e4c962-f19a-44d6-9ccc-8eb6b2269a67,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-01-27,ANNULE,Reinscription ,True,25.0
a196ab1d-df89-44f1-bdc5-3f91b8039169,bcdbd830-4a87-43ce-85ee-4cdb72664492,a2434dc1-0b4e-4d31-8077-9cc933fa426e,2025-03-01,EN ATTENTE,Nouvelle,,-20.0
228a3790-c8bf-430a-8df4-e7e5a91aeb8f,a45232c8-e76e-4b2e-b881-483dbc3060af,60049a33-a189-4d79-b630-3a1ab9ba06ea,2025-01-01,ANNULE,Reinscription ,True,10.0
63e2c115-40e6-4a6e-9d55-72616eb9e829,1090b368-3b0e-42bb-8f12-06d2f5f8a46a,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-03-07,ANNULE,Reinscription ,,0.0
98d4cef9-51b5-4041-87a3-ba26d70f8041,ff32855d-9d0b-4e1d-987f-932cc8956708,2273a1a4-dd6a-43f8-97de-67db2649ba4c,2025-04-16,ANNULE,Nouvelle,,150.0
997c9b2a-d7d6-4ff4-a7ca-775cf9eca1b1,990ff879-9dc2-4794-9fa7-6544e8a8d861,ac634fc0-70f5-4dee-a5fa-52c348fba81c,2025-08-22,UNKNOWN,Reinscription ,False,150.0
f1908167-5d45-4c60-a052-f8f0f86c56e8,f45d8723-1015-43ea-970a-04755478782d,a27d917d-8158-44ec-971f-88022da8bcfa,2026-05-07,UNKNOWN,Reinscription ,,10.0
9e9d130b-0fcf-4a40-ad6e-f33e2679a62f,dcba0c9c-84c9-42fc-809b-0090aebaf037,60049a33-a189-4d79-b630-3a1ab9ba06ea,2026-06-02,EN ATTENTE,Nouvelle,False,150.0
fff928a2-6095-4c1d-83b2-0778494ebb0d,936bd684-7a95-41d5-abd3-f34c0ae4d3cd,2616a3e2-2efa-4aa4-9aff-da4e6d3c1201,2026-10-28,UNKNOWN,NOUVELLE,True,10.0
