id_paiement,id_inscription,reference,date_paiement,montant,mode_paiement,statut,tranche
0986c3af-2a51-4941-93c3-d6ccc6061ad1,df019c7d-6915-4d60-bc5a-0777ac24f987,REF_DOUBLON_123,2026-02-09,0.0,Wave,REFUSE,Tranche 1
2268cfab-f56d-49b2-b77c-fc840caeb777,8844819a-4d56-4105-86b0-b7b1d1121f52,REF47534013,2026-01-24,0.0,orange money,,3eme
c349036e-1cbc-412a-bef7-e70e2c0c645f,413eab4a-49bb-42da-b39a-9eb257ade0d7,REF_DOUBLON_123,2025-12-21,15000000.0,orange money,REFUSE,Tranche 1
48c5905d-19d1-4d02-943c-5b934db36782,b8faccb6-4b80-44f5-be71-09167b7a0e7c,REF17743378,2026-07-20,50000.0,orange money,ECHEC,Tranche 1
063a5cef-afc0-42b8-a4e2-8efd9fa7146a,fb2a4570-f1b3-4fb4-82cb-951a17d774d6,REF_DOUBLON_123,2025-08-25,-15000.0,Wave,VALIDE,2eme
1fc6b175-738a-45ae-b2fc-44ccfa10903d,b13d018c-cf65-4e2c-be76-490bb9c4443b,REF88785613,2025-08-14,15000000.0,Orange Money,VALIDE,Tranche 1
fec87ac3-7ff1-4d76-9b87-8edfebe66739,23eaaa83-1819-49d6-ac4d-f72d012715fc,REF85108221,2025-02-02,-15000.0,Wave,ECHEC,3eme
79cbc0fd-fa15-4ce3-8665-50414c1571fd,d708ca04-fced-477e-b28e-ebabc90d58c2,REF01653292,2025-11-09,10000.0,Virement,VALIDE,1
c4d6393f-8ad4-4e5a-aa04-5a400e775a52,df4de1ae-e602-43f8-9886-bcdf6c0f8c2c,REF62369346,2024-09-03,50000.0,Espèces,,2eme
dc18283d-be0b-414e-95ff-f142a07aace9,b016416d-0513-4651-9834-0cf59d6af257,REF69320392,2024-09-10,50000.0,Virement,VALIDE,3eme
938d9353-c7c9-403e-8488-c6e1cefdc7a3,41e2da44-693b-430a-8ab2-f37aaf384561,REF51543111,2025-11-27,15000000.0,Espèces,,3eme
e057b666-c2fe-4928-9040-18e9504da327,4d1da105-07a7-493b-9930-5f09d0b880a7,REF63209401,2025-06-26,-15000.0,Espèces,REFUSE,3eme
ded9f5e5-171d-4f55-919f-2281e2d108a7,5ce3b279-2a6d-4dee-8132-d3d83d111010,REF14450794,2024-09-25,50000.0,OM,ECHEC,3eme
e2f05844-1826-4df9-a9a2-1feda9eed351,9be58617-4260-4a9f-ae95-5c6537e786c7,REF52213722,2025-11-16,10000.0,Orange Money,ECHEC,3eme
d1008164-f6b2-489d-92c1-e666b715efe9,a7225122-590c-451d-bae9-fb872a00a76d,REF09675856,2024-11-11,-15000.0,Chèque,VALIDE,3eme
4c31c315-bdfd-41ca-ba24-3b61dcc1d3f9,af8180b0-bea1-4a6b-8a87-095ffb18a98e,REF89210592,2024-09-27,0.0,Espèces,VALIDE,1ere
c56dc6d2-7ff6-4f2b-a9e2-aea81933c354,281773e8-ae8e-4d5a-9e44-996487b37f4f,REF73286220,2025-12-02,50000.0,Orange Money,ECHEC,2eme
e03a6f86-6d00-4b2d-913c-29c64bfc2d42,0ca1683a-1a6e-4a4c-8bb0-9e83d90523dd,REF23994081,2024-10-29,-15000.0,Espèces,VALIDE,1
b4ff7c26-b23f-446d-8077-e736f265e5b2,12203d4b-b8e7-416f-a622-dad4329acebb,REF24590433,2025-01-31,0.0,OM,REFUSE,3eme
9249c77a-acf0-4f4f-ae3a-c267afe1ad50,0d619d82-cd4a-485a-a00b-db3f47c788dc,REF68654699,2025-03-30,50000.0,OM,ECHEC,2eme
b0c48ae0-1364-43d3-bd70-84e02f5823d0,93299ec7-9294-417c-8dea-46175bea4cb8,REF61741028,2026-07-28,-15000.0,Espèces,VALIDE,3eme
1c6d57cc-6088-475d-91b9-f26165eec4d0,3e9aca95-e868-4103-9c7a-44670397122e,REF18054243,2026-06-30,10000.0,Chèque,ECHEC,3eme
b3374e03-b600-4378-9d3d-ee7236a53737,a40ca609-2ddd-431d-8911-ccf443a32d2e,REF04541517,2025-05-13,10000.0,Chèque,,Tranche 1
97284845-bc20-4857-8c31-c337b01be867,ed2d36af-5576-4629-bcda-bb84ee1be420,REF08185106,2025-06-04,50000.0,OM,,1
2a34d456-1032-4273-8396-7a328787ae96,63f2a35f-cc99-452e-b0c7-b0d345ead1f2,REF83047950,2025-11-29,15000000.0,Chèque,REFUSE,1ere
8db4c1cb-9d98-4973-9a58-44068d3670fd,a0db93e0-bcb5-44b9-8389-68d34c742191,REF09666030,2026-01-12,50000.0,Chèque,REFUSE,2eme
4309997e-1687-49fd-9d0b-96727d1fae24,c456fb2a-0638-4805-ba56-266db84c7c18,REF86974042,2025-12-31,50000.0,Virement,ECHEC,2eme
a89fe368-d1eb-46e0-8498-1a6cf20a570a,47774ca5-3aec-41a0-b359-72dba4dad746,REF_DOUBLON_123,2026-04-22,50000.0,Wave,VALIDE,3eme
39aa7e7e-7af4-4502-b73a-f62d0f3e7a8c,aa4b20fd-bb9a-420c-a08c-cad564688b37,REF71990579,2026-04-26,-15000.0,Wave,ECHEC,1
2f26fa38-dd9f-41d5-a4ee-12cab9f7a082,95ff06f1-e7cc-4ce3-a3ea-c7fa3a867eff,REF88982067,2025-05-12,-15000.0,Orange Money,REFUSE,1ere
6491b414-68fb-4620-8222-33939f1b1eb1,7743b145-e4b3-4d21-b2af-fde33ed529dc,REF66556521,2025-06-24,50000.0,Espèces,REFUSE,3eme
f0d9a45e-3543-4092-80f0-95b2dd9a9e5d,a69dbd21-4b13-48a5-94e5-7489ccfd33fc,REF_DOUBLON_123,2025-04-27,15000000.0,Orange Money,VALIDE,1
d59bfca8-4202-4e4d-8792-538115e60160,f0089cf2-f950-4ec6-9882-0032c8f5875a,REF72153201,2026-07-14,15000000.0,Espèces,VALIDE,2eme
b453797b-2f7c-4467-8620-e52b28996517,f24b556f-19ce-4034-a040-1840a26726a7,REF17792487,2026-06-12,50000.0,Wave,,3eme
11d58e37-52de-4be1-bb05-542a6f5de5f1,af4538ff-c0a6-41b9-af63-8615291ba9be,REF52097775,2025-12-18,15000000.0,OM,REFUSE,Tranche 1
087c430d-5fb7-4409-86c3-cec34492bc81,6148538d-5e78-4fb6-a9c6-3ba488b8396c,REF_DOUBLON_123,2025-03-06,50000.0,Virement,REFUSE,1ere
6d7126e2-305d-4b08-9dbd-9736bdf72e09,d301ba4d-725e-4fdc-b25f-67fe07a49275,REF21758463,2024-08-06,-15000.0,Espèces,REFUSE,3eme
8e571f4a-e7bd-446b-8810-f15057fe1b0c,67585a0c-8450-4d73-aec9-019d92a74804,REF69002331,2025-06-02,15000000.0,Chèque,VALIDE,1
298e07e1-ec1a-4430-8f0f-9cd5162bd7c3,4f7e7dc0-7cf8-4b03-acdc-52dc31167dd5,REF06010376,2026-04-07,10000.0,Wave,REFUSE,Tranche 1
9126e1dc-2685-4b30-994e-70600eebfe10,74e2319a-e6c0-4853-8422-27d1af8c5798,REF67959956,2024-08-16,-15000.0,Wave,VALIDE,2eme
a332c169-4952-4982-ad19-af26f2c09081,6ca27d84-4b15-40bb-9e4d-0fd75958db86,REF82977341,2026-05-20,50000.0,OM,,Tranche 1
cde13fe6-56e3-4f58-9f38-c225bc47e49b,a9541009-7304-411a-969c-50bcdc001c85,REF06228780,2025-05-28,0.0,Espèces,ECHEC,3eme
546609a3-942a-46c1-9854-9c7617b6f00a,54f0e04e-7dbe-4c72-99b9-4672a9ed0c80,REF55330060,2025-07-25,15000000.0,OM,ECHEC,Tranche 1
8ff4a0ee-e0ef-4ad0-a58e-47f42e3203d1,5988101f-62a6-4d6e-83d9-4685eb34e1e3,REF35553478,2025-09-16,10000.0,Wave,REFUSE,1
e7f4c096-5066-4aa0-bc12-cd2b58933c76,1cbcb036-b739-47f9-8c11-c9534b83d02d,REF93777820,2024-10-09,15000000.0,OM,REFUSE,1ere
25867b6c-f19e-4c63-8d2e-6034fcd1a74a,cb55b49c-776b-4e74-9ed2-09d5b0819fda,REF_DOUBLON_123,2025-08-19,50000.0,Virement,VALIDE,1ere
ce84443b-982e-455a-aa48-af108b339f96,c487efc9-d537-4770-8bbf-e6789df38630,REF31504548,2026-05-29,0.0,Orange Money,VALIDE,3eme
b11352c8-6dbf-45a2-b2a9-e5773ccd3ba6,6d6b3560-d793-4049-85d6-82dbe14f1e8f,REF49013164,2024-08-18,15000000.0,Virement,,3eme
b3132e24-8faf-4243-a857-8ea2a0156fd2,2470135a-fe2b-4b0e-aa9f-4620c164c510,REF14694675,2025-09-05,10000.0,OM,ECHEC,1ere
0357ffd7-7bcc-4bd0-a106-ca1db485397a,8d1b7c06-0f4f-48a9-a35f-3efc88699bc2,REF10877392,2025-05-11,15000000.0,Espèces,ECHEC,2eme
5decc05a-6b92-43aa-a5ff-d07a954dd47c,d90cf31b-f77a-4b8e-89ed-8172c536366c,REF71644370,2026-04-17,15000000.0,Orange Money,REFUSE,3eme
70daaaa3-3ddc-4f65-9f75-ea7e7ac3de63,3aa22504-3b38-447c-b289-b33ae47f07cd,REF16712397,2024-08-02,15000000.0,Virement,REFUSE,1
134c731b-c61d-4e18-8d14-2800ae7bca79,6797056e-6b05-473a-94a8-44ad6e17e6bd,REF97887363,2024-10-07,0.0,Virement,REFUSE,1
7eabe955-f261-47f9-8fd7-ec8e18f09cee,59fa3c74-af11-4391-a244-76882b1e6873,REF89146309,2024-10-27,50000.0,Chèque,VALIDE,1
082be278-a4ca-4686-aab5-69012bad6c7c,fd95273d-d2e2-4640-a7c8-b6b0a228d057,REF_DOUBLON_123,2025-10-13,0.0,Orange Money,ECHEC,2eme
9067212c-18b5-420b-a446-5ef170e1e2e5,b83859ae-da29-4ffc-904c-085637285f1e,REF63644068,2025-11-30,15000000.0,Wave,ECHEC,3eme
d0882e54-c838-4936-9275-46de47000030,3ecea372-0270-4a62-875a-ecb7667b10f7,REF08471401,2025-06-27,15000000.0,Espèces,VALIDE,1
a836f7cc-d464-4f63-a13c-d0c18557bb18,09820c09-3445-451c-a64d-fe89f36314a4,REF26268888,2025-07-23,0.0,Chèque,VALIDE,1ere
ffaf2f7f-b106-4319-8da8-6d15a02c99f8,2dbfc26d-fbd1-4abf-949a-7d2628882c9c,REF98558892,2025-01-24,50000.0,Chèque,,1ere
77f31e3c-9b99-40e2-a05b-aa58f7ba965e,b6807548-b529-4c75-a8c6-d042c370f43d,REF20791135,2024-12-08,15000000.0,Orange Money,ECHEC,Tranche 1
d47f45dd-375a-4e79-a5c7-691f16f9e6b2,7df30a8d-89b6-427f-a47f-6df7d2f5a118,REF85210941,2025-04-28,0.0,Chèque,ECHEC,Tranche 1
595e6587-eb9a-4c02-8807-f8bf390b7796,0c2d7787-7816-4743-a447-3a390e61c383,REF85101906,2025-04-11,10000.0,Espèces,VALIDE,Tranche 1
e68d0c53-0efd-45e7-9687-2ac45089c47d,9ec2de4b-d83e-4f8e-82c7-442690f9966e,REF_DOUBLON_123,2025-09-30,50000.0,Virement,,Tranche 1
8aedaf42-4424-4662-b5a4-9caf19cb80b3,e0078506-d90e-4835-b359-faaea5a62692,REF21995098,2024-11-12,50000.0,Espèces,VALIDE,1ere
99155827-fdf7-4bef-9bde-86db3398f315,32a664a3-49e1-4081-af0b-ff8fb82d36c4,REF38589068,2026-07-09,0.0,orange money,REFUSE,Tranche 1
7a133774-b0a0-427c-9698-9f0021206b50,cb786e4f-a09c-4d3f-ad1a-b4c63a3cb57a,REF69164445,2026-04-25,50000.0,Espèces,ECHEC,3eme
d4328098-7d3a-4d94-892b-17c1902b94b3,117ca03c-f145-4071-b9ea-937397af2def,REF42233488,2025-09-20,0.0,orange money,REFUSE,1
1df049f8-83b0-474b-b186-cfcb8bb3d8ea,4d389bba-1675-479a-b09f-94b894799ddd,REF48930016,2026-07-17,15000000.0,Orange Money,REFUSE,2eme
2f421057-0a3b-4111-a0c8-6d542da5c87a,0d5c9d95-a00b-40a9-bc18-67dfe4101863,REF54408551,2025-10-26,-15000.0,Espèces,VALIDE,1ere
4b93c0e5-280c-4c03-8584-ec0c4937f83e,fc9870c0-ba4a-48ec-8734-6695f6a1d42a,REF34537342,2025-11-19,10000.0,Virement,REFUSE,1ere
ec4b38be-75c3-4930-9d05-52be33b8c4bd,66b67b0c-76a7-4af2-8d2e-c71df38c4be3,REF46631303,2026-05-13,-15000.0,Wave,,1
8c671b5a-9ba9-47f6-bffb-ddbcdaae9161,5b1c38ea-11a6-4190-982f-d59087399bf6,REF92729797,2025-03-05,-15000.0,orange money,,2eme
fee549b2-0699-44a3-a094-b069eab6f6a6,1d3187c0-351b-41f3-9e90-57cb576fe8ce,REF03531932,2026-05-21,50000.0,OM,REFUSE,3eme
6e156071-81e3-4589-bdf3-c43316dd9e57,c3dcb4ef-292f-4c30-a075-58af04998c8b,REF15616901,2025-05-14,-15000.0,Orange Money,,3eme
f2c1165e-46b4-4b48-b337-037e6cf42b6e,c61eff71-4bdd-49b0-a719-0a877c183e14,REF22213003,2024-09-07,50000.0,Espèces,,3eme
63a12338-5a62-47a0-ba2d-e6c46ff77a9b,8c7f77e2-2ac7-41ca-965c-182adba7303e,REF96523798,2025-12-05,15000000.0,orange money,,1
945f7f0b-51ae-4464-a880-d86df167dd5c,4a64a6e4-0f44-4fc6-be82-77a9843e2c0f,REF15450084,2025-11-15,0.0,Espèces,,1ere
56849992-8632-4def-bccc-65e4d664b005,7d7c00e0-4cab-4024-b171-a7be3d0c4c50,REF47776352,2026-07-01,-15000.0,Chèque,ECHEC,1
2b861158-7228-4763-bc59-f07908e6b1ce,4f736228-2259-4834-a159-d2be15faf6ab,REF12620282,2026-06-23,15000000.0,Wave,VALIDE,3eme
607f93d1-b706-4afc-bf80-8a74f6cf5872,3f4ce484-f9bc-4d7f-892b-71fae38f7fbf,REF82514620,2024-10-13,10000.0,Chèque,,2eme
5d255268-7e81-40fa-827c-ebbbb06debcd,3c6a196b-c8a6-488e-9896-4735342bcc49,REF35475728,2024-11-24,15000000.0,Wave,VALIDE,Tranche 1
e7d2962a-2554-449e-88b4-44ca1d7ea9a9,78ebdf06-6bd1-481f-83b6-5d00ae3916ee,REF54671591,2025-06-17,15000000.0,Virement,VALIDE,1ere
66be7f84-d8cf-43c9-a0b9-e8ad339896ec,2d485119-c7c5-4ed1-ba3f-46c7d31728e0,REF45031941,2024-10-24,0.0,Virement,ECHEC,2eme
777166fb-90b6-48dc-8d21-96cd86ea7326,e6ead269-d624-4cab-987c-7d0ebbbd7c7f,REF96582552,2024-11-18,-15000.0,Orange Money,ECHEC,2eme
4c8f7f73-a90f-47e0-95eb-cf9ba142b101,b7a30061-8a56-40f2-8505-ba3523e908ee,REF93655744,2024-10-01,50000.0,Virement,,3eme
d035a1f9-3b09-4541-ac0e-c4aae3787afb,46f490ab-0b3e-49df-8152-86de487ceff2,REF75820141,2025-01-15,10000.0,Virement,VALIDE,1ere
e2b44c1a-0fb4-4836-b856-c49b0025348b,dbb2057d-87f1-4bff-8218-eeb45e4dd900,REF09200059,2025-04-13,10000.0,orange money,,Tranche 1
6c0afe0d-6c71-41e0-85a5-89f177d6133c,5183f3fe-00d8-4048-a58d-df3d0182105c,REF75343866,2025-08-13,-15000.0,Wave,ECHEC,1ere
c3d9902d-bbd4-4e95-9924-081717aaca23,a928219c-b26e-4135-9532-5a27bd1ca4b6,REF25471618,2024-08-18,-15000.0,Orange Money,ECHEC,Tranche 1
1deb1f82-4c52-40d6-ac48-17719670148c,d1147df2-b2f5-40aa-a00a-76caba4335a3,REF68652228,2025-11-23,-15000.0,orange money,REFUSE,2eme
1ae47af4-d637-4b42-a4e6-85d42b7a2300,cfc0d84b-f2fc-4d5d-b636-d5006c24e966,REF_DOUBLON_123,2025-05-17,50000.0,Wave,,1
d5bac772-52c9-4872-85dd-24e9955ffd32,47e1763b-9f38-4fb1-b9ed-f22a8a2fe20d,REF14676601,2025-03-30,0.0,orange money,,2eme
afe99c29-c6af-402d-add3-1e1e0841bb56,9b37370f-824b-4d5b-b580-489d6c27b72c,REF94106066,2026-02-11,50000.0,OM,,3eme
de8a2c9f-6bec-4da0-936c-968f478c12dc,c8685c3f-ce26-4701-bfd4-f4dd2ff986d6,REF99414441,2026-01-20,-15000.0,Espèces,ECHEC,2eme
1f15f34a-43cc-405e-b9df-914eefab4eaa,c317a82f-17bb-4934-82fb-cb32ce778589,REF18649284,2025-11-15,0.0,Virement,ECHEC,Tranche 1
432fae2a-c83d-4d67-b075-d8110b6fa0b8,9a53358a-00ed-4689-8f50-6278e804961f,REF09045344,2026-01-28,15000000.0,OM,ECHEC,2eme
fceae4ae-9d50-454a-9f67-b3bf9df7bdce,32fec210-16f1-4b83-bd85-3d29e775dba5,REF78948382,2024-09-12,-15000.0,orange money,VALIDE,1ere
e1b428e3-da77-489b-9f76-2d8d76837bce,bb4928fd-ef4a-42cb-8fe3-c10a991e25c7,REF33838254,2025-03-01,10000.0,Wave,,3eme
4b9fac7a-4aac-461e-8bba-ec4ac1ed7252,4ebcbf90-4ebe-49ce-8e1a-1c458e34103d,REF21030702,2024-08-15,50000.0,orange money,VALIDE,1ere
1dbe72a5-8cc2-4bd3-9291-131495563425,c75ac1ce-bc94-49eb-abe9-415f63e8fde4,REF_DOUBLON_123,2024-11-29,10000.0,Virement,ECHEC,3eme
c8d95850-818f-40ca-80c1-ad4593366163,a6805d14-ef4d-4c3a-824a-4822cefb285f,REF09635166,2025-04-10,0.0,Chèque,ECHEC,1ere
fa1d971f-d338-4bfd-976c-8bc10d18f050,0642fd3f-4506-4394-ac53-2f337e7361d4,REF68649959,2026-04-22,10000.0,Espèces,ECHEC,Tranche 1
8a4e8ca0-4660-4495-a993-f4af3016b6da,ec1d1969-5fd4-4203-b77a-6d516561b64b,REF86630014,2026-04-22,10000.0,Virement,REFUSE,Tranche 1
e5395f7d-d1ba-4c14-8a0d-8e1da24cb3eb,99dc15a4-0e64-4cee-856b-6e13139abec9,REF99600062,2025-10-14,50000.0,OM,,1
abdd06bc-06bf-40b2-9c57-26e039a1eab2,e8cb9721-a68a-4a3a-bfec-c7aaa58046b0,REF43186642,2026-01-11,-15000.0,Espèces,ECHEC,1ere
a225cd6d-e8ac-4cb9-a6f6-1f0daf4c8e34,4cf7d623-c2a5-48ef-974f-b4de0661bd32,REF58522123,2025-07-12,0.0,Wave,VALIDE,1
bcf75c95-8d05-4b1d-b0b3-abc232d86a73,abcd86ed-0103-4283-ba45-9798406232d3,REF06081514,2025-05-22,-15000.0,Chèque,ECHEC,Tranche 1
99a8c4f1-b91f-4d06-b971-f27d919cbdbd,d76126d9-ef23-42bc-9ede-362cb7b1a908,REF86440694,2025-07-04,0.0,Espèces,,1
7fc64920-eb2e-4b33-906e-2ca5491df7a0,846aeee7-d2ce-4a7c-a3b8-0e64867658f4,REF33053901,2024-09-15,15000000.0,orange money,,Tranche 1
ec27beb2-06ee-41aa-9687-f80137b6a82c,e1e3c789-9813-4485-9eb2-0592c500178d,REF09626891,2026-06-12,0.0,Virement,,2eme
0186c9be-40cd-4b7d-b97e-5c663442318c,502d5d9b-29e4-46d0-ab33-77f275961ac7,REF_DOUBLON_123,2025-03-20,15000000.0,Orange Money,REFUSE,3eme
d99df0c1-39d3-474b-8f7b-23658e56c807,1d0211e4-0a79-4c1d-a331-d013f8f54d84,REF94784461,2025-06-11,50000.0,Wave,VALIDE,1
7e97554c-0028-496c-93e0-afbf1fa4288a,f76a41f0-c2db-407c-9bc2-433d97207f3b,REF40721662,2025-07-19,-15000.0,orange money,ECHEC,Tranche 1
acbb18b5-e1de-466e-aa8d-541817a79794,30aeb6cf-5ffa-45c4-aa87-9ddfd8f1abbe,REF58739874,2025-05-31,15000000.0,Espèces,,Tranche 1
d4e24046-ef76-4ca9-bb6a-9d7d7d78a7a2,417bec5b-6d97-41cc-a502-4c64f2985233,REF67192240,2025-07-15,15000000.0,Orange Money,REFUSE,1
9f9c1718-c9eb-452d-b6ab-baea8a54e148,45ae09c5-c505-4074-84ec-d53e6f644512,REF58565741,2025-04-07,-15000.0,Wave,ECHEC,Tranche 1
2fa367a3-757d-4c3b-9ba9-2218ceaa100d,e270e926-8246-4ca1-8fc1-f6111baf7b3f,REF03589060,2026-04-09,50000.0,Chèque,VALIDE,2eme
20803f1c-d1ec-4ff9-805c-8dab9e610ddd,6b4e6e8c-6af3-4729-8bba-1ce10a4c14a0,REF17850038,2026-02-09,10000.0,Chèque,ECHEC,Tranche 1
52ecfff1-02a8-41cd-9831-ca7cb27f1f88,f61e2922-0beb-43ac-ac1b-fc9079ee8fe3,REF05253675,2025-03-09,15000000.0,Virement,,2eme
0b9e2a97-2c77-4fbe-8cbb-7c98c0f5d490,19124698-69fb-444a-b2a2-8d89ef1b7189,REF29841790,2026-06-17,50000.0,Wave,ECHEC,2eme
7bad4b0c-22f5-47e2-9093-bb53e7f4dd9a,d4ccd911-d65f-4d22-b1ed-65b7384c951c,REF_DOUBLON_123,2024-12-22,0.0,Wave,,1
58f98de4-ac75-42ee-b485-3406990ea77d,132839a0-b507-4cae-8af9-01857f75919d,REF34441422,2025-06-29,-15000.0,Virement,VALIDE,3eme
0581454e-cb4f-4ed9-b99f-cd3f8287cd66,8ad0fe7e-2064-4280-bc5f-2c484dc8c713,REF86687383,2026-03-23,0.0,Wave,ECHEC,Tranche 1
b74e8c09-997e-43f6-84f6-f0599af24dd2,200363ee-d649-42c4-99fe-8b9612c7928f,REF18915275,2025-09-28,50000.0,OM,,1
04750060-325c-4420-926f-f8fb7d961ab9,c31185d2-65a3-4a4a-a74c-f87547de1a1c,REF56586075,2025-02-02,15000000.0,Wave,VALIDE,1
342e9aaf-3559-42b2-9ed9-8a5c70cc34c0,bf0f815c-b55f-429b-8e38-84e2ff6a6de9,REF68607536,2025-04-17,0.0,Chèque,VALIDE,3eme
7dcc1712-6d77-478b-9b73-15a7b25a8fdb,01b277c0-ddcc-445f-aaf9-1f65bdf0f803,REF64323054,2026-01-01,-15000.0,Chèque,REFUSE,1ere
18d179ad-6858-4a9a-9e8b-aee4afc1d404,3493f2f1-b3fa-43bb-9d9d-fefe68ce76c5,REF76678563,2025-08-07,15000000.0,Virement,VALIDE,1
6d1b5863-2d1c-4078-b666-fa64604ea2b9,65f69a22-9f6c-4c8b-9c61-4b5db199738b,REF81624009,2025-01-13,50000.0,Orange Money,,2eme
1e8702ca-adfb-459d-9455-4c6b90f70928,1d995212-c5d1-4135-af86-e826ca7149dc,REF31563877,2026-05-21,0.0,Chèque,VALIDE,1ere
01d5b827-a264-4684-bc53-ce4cc669627d,afa9335f-2a02-4af9-b01b-2aafa84b5863,REF94465694,2024-12-11,0.0,Espèces,ECHEC,2eme
1f2c0fc8-4763-4d01-a85c-77946f8a30a0,faa901e4-45b5-4c38-a442-237b499a90c8,REF74264056,2025-06-11,15000000.0,Wave,ECHEC,1ere
7d3f18aa-654e-4f3e-ba9c-d5051085db66,15bf770e-71ce-4a72-97f2-bad952998c09,REF86236307,2025-07-29,0.0,OM,REFUSE,3eme
96f6c3d4-01b0-4033-86e3-3d27960ea302,33d491a1-74c2-4276-9ad0-56c5d0b8fa60,REF66610236,2024-12-11,0.0,OM,ECHEC,3eme
